         419927 function calls (406503 primitive calls) in 5.220 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:314(_getdefaults)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1345(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:717(<lambda>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:216(get_offset_transform)
        1    0.000    0.000    0.003    0.003 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/graph.py:364(__plot__)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/cycler.py:283(__len__)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/.vscode/extensions/ms-python.debugpy-2024.6.0-darwin-arm64/bundled/libs/debugpy/_vendored/pydevd/_pydevd_bundle/pydevd_constants.py:663(__exit__)
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       12    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:1108(get_zorder)
        1    0.000    0.000    0.003    0.003 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:798(draw)
       12    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1711(tick_values)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:105(current)
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/_collections_abc.py:845(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method math.copysign}
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/spines.py:594(__len__)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:2898(<genexpr>)
       19    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:206(get_paths)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:556(formatter)
        5    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:672(get_offset)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1468(__array__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:955(x0)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:597(get_url)
        1    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        3    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/rcsetup.py:66(__call__)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:1925(set_pickradius)
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/spines.py:591(__iter__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:860(_set_mappable_flags)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:480(set_urls)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:1735(sanitize_sequence)
       15    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/logging/__init__.py:1428(_fixupParents)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/signal.py:24(_int_to_enum)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/layout.py:61(__init__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:2056(__init__)
       15    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:1740(tick_values)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_macosx.py:145(FigureManagerMac)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/legend.py:807(get_default_handler_map)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/fromnumeric.py:537(swapaxes)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/pyplot.py:366(backend_mod)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:228(<lambda>)
        6    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1014(minposx)
       17    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/numpy/core/multiarray.py:669(result_type)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backends/backend_agg.py:274(clear)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/_collections_abc.py:848(__len__)
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axis.py:706(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/_pylab_helpers.py:77(destroy_all)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:4022(set_bounds)
        3    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        3    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/axes/_base.py:3410(set_axis_on)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/spines.py:545(__init__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:965(x1)
        7    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/transforms.py:1025(minposy)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/metamagic.py:188(__init__)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:174(_clear_state)
        7    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/gridspec.py:122(set_height_ratios)
        7    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/shapes.py:389(resolve_default)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:303(get_marker)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/scale.py:78(limit_range_for_scale)
        8    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/collections.py:854(get_linewidth)
       11    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:930(set_clip_rectangle)
        1    0.000    0.000    0.018    0.018 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/importlib/__init__.py:73(import_module)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/ticker.py:452(set_useOffset)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/font_manager.py:1518(_cached_realpath)
        7    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/text.py:556(update_bbox_position_size)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:100(add)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/threading.py:1209(native_id)
       12    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:892(get_clip_path)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/__init__.py:103(resolve)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:1455(is_dashed)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/logging/__init__.py:234(_acquireLock)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:896(get_drawstyle)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:444(get_fill)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:289(get_facecolor)
        8    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/__init__.py:331(wrapper)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/colors.py:348(<genexpr>)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:383(get_snap_threshold)
       11    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/artist.py:429(is_transform_set)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       14    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/typing.py:2173(cast)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:684(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/lines.py:609(get_markevery)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:364(get_alt_path)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/posixpath.py:408(abspath)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:82(__init__)
        3    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/__init__.py:590(es)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/figure.py:2904(set_canvas)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/markers.py:345(get_path)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/graph.py:353(_draw_edge_labels)
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/igraph/drawing/matplotlib/edge.py:41(VisualEdgeBuilder)
        2    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/backend_bases.py:1186(add_callback)
        4    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:688(clear)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/cbook.py:2175(_backend_module_name)
       13    0.000    0.000    0.000    0.000 /Users/guiguiclaudon/Documents/Python/anaconda3/envs/spyder/lib/python3.12/site-packages/matplotlib/patches.py:297(get_linestyle)
